episode_reward,frame,value
0.0,117760,-0.46942463517189026
0.0,118400,-0.5179824233055115
0.0,119040,-0.5333289504051208
-0.05,119680,-0.5561818480491638
-0.05,120320,-0.5791490077972412
0.0,120960,-0.5700663924217224
0.0,121600,-0.6078881621360779
0.0,122240,-0.6037885546684265
0.0,122880,-0.5839881896972656
0.0,123520,-0.5519811511039734
0.0,124160,-0.5392012596130371
-0.05,124800,-0.5312925577163696
-0.05,125440,-0.5480939149856567
-0.1,126080,-0.5842605829238892
-0.1,126720,-0.601700484752655
-0.05,127360,-0.6532460451126099
0.0,128000,-0.6749323606491089
-0.05,128640,-0.6084628105163574
-0.05,129280,-0.602135956287384
0.0,129920,-0.6338998079299927
0.0,130560,-0.6695832014083862
0.0,131200,-0.67982417345047
0.0,131840,-0.6603045463562012
0.0,132480,-0.6346511244773865
0.0,133120,-0.6247936487197876
-0.05,133760,-0.6052714586257935
0.0,134400,-0.5977907180786133
-0.05,135040,-0.5486800074577332
-0.05,135680,-0.5159345865249634
0.0,136320,-0.5183950662612915
-0.05,136960,-0.5360962152481079
-0.05,137600,-0.5600194334983826
0.0,138240,-0.5881830453872681
-0.05,138880,-0.5537893176078796
0,139520,-0.5415569543838501
0.0,140160,-0.5462720990180969
0.0,140800,-0.5385370254516602
0.0,141440,-0.5581965446472168
0.0,142080,-0.5332419276237488
0.0,142720,-0.5456288456916809
0.0,143360,-0.5167825222015381
-0.05,144000,-0.5079014301300049
-0.05,144640,-0.5205913782119751
-0.05,145280,-0.5612360835075378
0.0,145920,-0.5721737742424011
-0.05,146560,-0.5600259304046631
0.0,147200,-0.5979741215705872
-0.05,147840,-0.5499694347381592
-0.05,148480,-0.5182521343231201
-0.05,149120,-0.5090789794921875
0.0,149760,-0.5532944798469543
0.0,150400,-0.5391287803649902
0.0,151040,-0.5419366359710693
0.0,151680,-0.5029655694961548
-0.05,152320,-0.5116010904312134
0.0,152960,-0.5180778503417969
0.0,153600,-0.5111662745475769
0.0,154240,-0.5201616287231445
-0.05,154880,-0.4992389380931854
0.0,155520,-0.4851699769496918
-0.05,156160,-0.4466319978237152
0.0,156800,-0.4926966726779938
0.0,157440,-0.4738461673259735
-0.05,158080,-0.4965994358062744
-0.05,158720,-0.5096966624259949
0.0,159360,-0.5372964143753052
0.0,160000,-0.6019851565361023
0.0,160640,-0.6486538052558899
0.0,161280,-0.6274116039276123
0.0,161920,-0.6328665614128113
0.0,162560,-0.6526765823364258
0.0,163200,-0.6310349702835083
0.0,163840,-0.5856238603591919
0.0,164480,-0.591492772102356
-0.05,165120,-0.5706046223640442
-0.05,165760,-0.5670499801635742
-0.05,166400,-0.5772984623908997
-0.05,167040,-0.5807005167007446
-0.05,167680,-0.5877940058708191
0.0,168320,-0.5811392664909363
0.0,168960,-0.5407882928848267
0.0,169600,-0.5125751495361328
0.0,170240,-0.500333309173584
0.0,170880,-0.4847157895565033
0.0,171520,-0.4658884108066559
0.0,172160,-0.4829942286014557
0.0,172800,-0.4840961992740631
0,173440,-0.5004534721374512
0.0,174080,-0.5490478873252869
-0.1,174720,-0.5305415391921997
0.0,175360,-0.5425180792808533
0.0,176000,-0.5175248384475708
-0.05,176640,-0.49289026856422424
0.0,177280,-0.5126914978027344
0.0,177920,-0.5168300867080688
0,178560,-0.4915928840637207
-0.05,179200,-0.5142424702644348
-0.05,179840,-0.5218241214752197
0.0,180480,-0.5402295589447021
-0.05,181120,-0.5277339816093445
-0.05,181760,-0.5573720932006836
-0.1,182400,-0.5908838510513306
-0.05,183040,-0.5939978957176208
-0.05,183680,-0.6145653128623962
-0.05,184320,-0.6386433839797974
0.0,184960,-0.631737232208252
0.0,185600,-0.5839639902114868
-0.05,186240,-0.5696765184402466
0.0,186880,-0.6228382587432861
0.0,187520,-0.6180853843688965
-0.05,188160,-0.5876693725585938
0.0,188800,-0.5743881464004517
0.0,189440,-0.5535809993743896
0.0,190080,-0.5429876446723938
0,190720,-0.49735137820243835
0.0,191360,-0.4984878599643707
0.0,192000,-0.4777824580669403
0.0,192640,-0.48189663887023926
0.0,193280,-0.4676409661769867
-0.05,193920,-0.48417434096336365
0.0,194560,-0.5064650774002075
0.0,195200,-0.5367267727851868
-0.05,195840,-0.5315649509429932
0.0,196480,-0.6082741022109985
0.0,197120,-0.5851130485534668
-0.1,197760,-0.6040879487991333
-0.1,198400,-0.6707847118377686
-0.05,199040,-0.6676530838012695
-0.05,199680,-0.6659226417541504
0.0,200320,-0.6561719179153442
0.0,200960,-0.6319000124931335
0.0,201600,-0.5977563261985779
0.0,202240,-0.5704448223114014
0.0,202880,-0.5585976839065552
0.0,203520,-0.5646373629570007
0.0,204160,-0.5693234801292419
-0.05,204800,-0.5702455639839172
-0.05,205440,-0.5683857202529907
-0.05,206080,-0.5802661180496216
-0.05,206720,-0.5566324591636658
-0.1,207360,-0.5763905048370361
0.0,208000,-0.6098940372467041
0.0,208640,-0.6652810573577881
0.0,209280,-0.6894537210464478
-0.05,209920,-0.689864993095398
0,210560,-0.717662513256073
0.0,211200,-0.7339805960655212
0.0,211840,-0.7143039107322693
-0.05,212480,-0.7000890970230103
0.05,213120,-0.6842594146728516
0.0,213760,-0.6726369261741638
0.0,214400,-0.7214701175689697
0.0,215040,-0.7379973530769348
-0.05,215680,-0.6956294775009155
0.0,216320,-0.7278079986572266
-0.05,216960,-0.7038674354553223
-0.05,217600,-0.7367120981216431
-0.05,218240,-0.7494679689407349
0.0,218880,-0.735378623008728
0.0,219520,-0.7244070172309875
0.0,220160,-0.7012146711349487
0.0,220800,-0.7430613040924072
-0.05,221440,-0.7286707162857056
0.0,222080,-0.7061788439750671
0.0,222720,-0.7151787281036377
0.0,223360,-0.66253262758255
0.0,224000,-0.6131006479263306
0.0,224640,-0.6146328449249268
0.0,225280,-0.62728351354599
0.0,225920,-0.6336184740066528
-0.05,226560,-0.6900207996368408
0,227200,-0.705646276473999
-0.05,227840,-0.6596556901931763
-0.05,228480,-0.6260316967964172
-0.05,229120,-0.6230804324150085
0.0,229760,-0.6327369809150696
0.0,230400,-0.702976405620575
-0.05,231040,-0.7330280542373657
-0.05,231680,-0.7903590202331543
-0.05,232320,-0.7678778767585754
-0.05,232960,-0.7921357154846191
0.0,233600,-0.7663394808769226
0.0,234240,-0.7173242568969727
-0.05,234880,-0.6977517008781433
-0.05,235520,-0.7242466807365417
0.0,236160,-0.7675206661224365
0.0,236800,-0.7587683200836182
0.0,237440,-0.7251399755477905
-0.05,238080,-0.6614151000976562
0.0,238720,-0.6721475720405579
-0.05,239360,-0.6816176772117615
-0.05,240000,-0.729907751083374
0.0,240640,-0.723324179649353
-0.05,241280,-0.7417006492614746
-0.05,241920,-0.7612439393997192
0.0,242560,-0.7655813097953796
0.0,243200,-0.7344018816947937
0.0,243840,-0.7102806568145752
0.0,244480,-0.7882851362228394
0.0,245120,-0.8149383664131165
-0.05,245760,-0.8109806180000305
0.0,246400,-0.7532628774642944
-0.05,247040,-0.7006193995475769
0.0,247680,-0.6630755662918091
0.0,248320,-0.6467350125312805
0.0,248960,-0.6194904446601868
-0.15,249600,-0.6075794696807861
0.0,250240,-0.5907003879547119
0.0,250880,-0.5395957827568054
0.05,251520,-0.5080111026763916
-0.05,252160,-0.4800553321838379
0.0,252800,-0.515862762928009
-0.1,253440,-0.5173271298408508
-0.1,254080,-0.5144068002700806
0.0,254720,-0.5243159532546997
0.0,255360,-0.4939088523387909
0.0,256000,-0.5037177205085754
0.05,256640,-0.47322511672973633
0.0,257280,-0.4284748136997223
0.0,257920,-0.43894997239112854
0.0,258560,-0.4434630870819092
-0.05,259200,-0.4669404923915863
0,259840,-0.4954206943511963
-0.05,260480,-0.5342893004417419
0.0,261120,-0.5657637715339661
0.0,261760,-0.545310914516449
0.0,262400,-0.5261887907981873
0.0,263040,-0.570666491985321
-0.05,263680,-0.5689742565155029
-0.05,264320,-0.5989531874656677
-0.05,264960,-0.5761355757713318
-0.1,265600,-0.5631211400032043
-0.05,266240,-0.5876723527908325
-0.05,266880,-0.5954930186271667
-0.05,267520,-0.5780164003372192
0.0,268160,-0.6030303239822388
0.0,268800,-0.5919866561889648
0.0,269440,-0.5816503763198853
0.0,270080,-0.5458216667175293
-0.05,270720,-0.5837247967720032
-0.05,271360,-0.6632288098335266
0.0,272000,-0.7177702188491821
-0.05,272640,-0.661774754524231
0.0,273280,-0.7253952026367188
0.0,273920,-0.6851844191551208
0.0,274560,-0.6650156378746033
0.0,275200,-0.6756556034088135
0.0,275840,-0.6718169450759888
-0.05,276480,-0.6584893465042114
0.0,277120,-0.6398975849151611
0.0,277760,-0.6117159128189087
0.0,278400,-0.6140456199645996
-0.05,279040,-0.5717728137969971
0,279680,-0.570205807685852
0.0,280320,-0.5884965062141418
0.0,280960,-0.5966424345970154
0.0,281600,-0.6128174066543579
0.0,282240,-0.594274640083313
-0.05,282880,-0.6096500754356384
0.0,283520,-0.6322604417800903
0.0,284160,-0.6334133148193359
0.0,284800,-0.6276571750640869
0.0,285440,-0.633456826210022
0.0,286080,-0.6323257684707642
0.0,286720,-0.6208473443984985
0.0,287360,-0.6225425004959106
0.0,288000,-0.6328110098838806
0.0,288640,-0.6437979936599731
-0.05,289280,-0.6621983647346497
-0.05,289920,-0.6491504907608032
-0.05,290560,-0.6471011638641357
0.0,291200,-0.6286324858665466
0.0,291840,-0.6086176037788391
0.0,292480,-0.6160802245140076
-0.05,293120,-0.5962550044059753
0.0,293760,-0.6019424796104431
-0.05,294400,-0.5901862978935242
-0.05,295040,-0.5963842868804932
-0.05,295680,-0.5902378559112549
0.0,296320,-0.5887985229492188
0.05,296960,-0.5763563513755798
0.0,297600,-0.5682072639465332
0.0,298240,-0.5989096760749817
-0.05,298880,-0.5925451517105103
-0.05,299520,-0.5783030986785889
0.0,300160,-0.5752562880516052
0.0,300800,-0.5732202529907227
-0.05,301440,-0.5711243748664856
0.0,302080,-0.5844017267227173
-0.05,302720,-0.5888024568557739
-0.05,303360,-0.6147720813751221
0.0,304000,-0.6314865350723267
-0.05,304640,-0.6463832259178162
0.0,305280,-0.6418263912200928
0.0,305920,-0.6468436121940613
0.0,306560,-0.6594001054763794
0.0,307200,-0.6679205894470215
-0.05,307840,-0.6499650478363037
0.0,308480,-0.6588342189788818
0.0,309120,-0.6448516845703125
-0.05,309760,-0.6301283240318298
-0.1,310400,-0.6450059413909912
-0.1,311040,-0.6405125856399536
0.0,311680,-0.6345354318618774
0.0,312320,-0.6161067485809326
0.0,312960,-0.6201038360595703
0.0,313600,-0.6072579622268677
-0.1,314240,-0.5913471579551697
0.0,314880,-0.5882140398025513
0.0,315520,-0.593482494354248
0.0,316160,-0.5904834270477295
0.0,316800,-0.6074440479278564
0.0,317440,-0.6318451166152954
0.0,318080,-0.6304671764373779
0.0,318720,-0.5937092304229736
0.0,319360,-0.6073458790779114
0.0,320000,-0.6071084141731262
0.0,320640,-0.6393694877624512
-0.05,321280,-0.6199767589569092
-0.05,321920,-0.6176186800003052
-0.05,322560,-0.640695333480835
-0.05,323200,-0.6500204205513
0.0,323840,-0.6538752913475037
-0.05,324480,-0.6401419639587402
0.0,325120,-0.6321455240249634
0.0,325760,-0.6375426650047302
0.0,326400,-0.6376582384109497
0.0,327040,-0.630219578742981
0.0,327680,-0.621410608291626
0.0,328320,-0.6195813417434692
0.0,328960,-0.6038442850112915
0.0,329600,-0.6236048936843872
0.0,330240,-0.6365715861320496
-0.05,330880,-0.6228587031364441
0.0,331520,-0.6074657440185547
0.0,332160,-0.6172654032707214
0.0,332800,-0.6585834622383118
0.0,333440,-0.6825076937675476
0.0,334080,-0.6684650182723999
0.0,334720,-0.6751558184623718
0.0,335360,-0.7044927477836609
-0.1,336000,-0.712235152721405
-0.15,336640,-0.7257954478263855
0.0,337280,-0.7140841484069824
-0.1,337920,-0.6656097769737244
-0.05,338560,-0.6594253778457642
-0.1,339200,-0.65480637550354
-0.05,339840,-0.6540514230728149
-0.05,340480,-0.6253189444541931
0.0,341120,-0.6045358180999756
0.0,341760,-0.6101442575454712
0.0,342400,-0.6066996455192566
0.0,343040,-0.5995413064956665
0.0,343680,-0.5885276794433594
0.0,344320,-0.6068260073661804
0.0,344960,-0.6099214553833008
-0.05,345600,-0.6484929323196411
0.0,346240,-0.6878713369369507
0.0,346880,-0.6622010469436646
0.0,347520,-0.6637610793113708
0.0,348160,-0.7191149592399597
0.0,348800,-0.6975746154785156
0.0,349440,-0.6945293545722961
0.0,350080,-0.659885585308075
0.0,350720,-0.6458961963653564
0.0,351360,-0.6351615190505981
0.0,352000,-0.6375731825828552
-0.05,352640,-0.61069655418396
0.0,353280,-0.6322712302207947
0.0,353920,-0.6472901701927185
0.0,354560,-0.6701920032501221
-0.1,355200,-0.6766465902328491
0.0,355840,-0.701501190662384
-0.05,356480,-0.683205246925354
0.0,357120,-0.6608190536499023
-0.05,357760,-0.6344070434570312
0.0,358400,-0.6232035756111145
0.0,359040,-0.6035139560699463
0.0,359680,-0.6028240323066711
0.0,360320,-0.5793577432632446
0.0,360960,-0.5714585781097412
0.0,361600,-0.5761927962303162
-0.05,362240,-0.5779790282249451
-0.05,362880,-0.584866464138031
0.0,363520,-0.5987287759780884
0.0,364160,-0.5928912162780762
-0.05,364800,-0.5747133493423462
0.0,365440,-0.5989444851875305
-0.05,366080,-0.5788055658340454
0.0,366720,-0.5862348079681396
-0.1,367360,-0.5862284898757935
0.0,368000,-0.6800554394721985
-0.05,368640,-0.6534514427185059
-0.05,369280,-0.6088917255401611
0.0,369920,-0.6038792133331299
0.0,370560,-0.5845116972923279
0.0,371200,-0.5819388628005981
0.0,371840,-0.5691244602203369
0.0,372480,-0.6035028696060181
-0.1,373120,-0.5736621022224426
-0.1,373760,-0.591432511806488
-0.05,374400,-0.6244421005249023
-0.05,375040,-0.6311210989952087
-0.05,375680,-0.6373401880264282
-0.05,376320,-0.6389051675796509
0.0,376960,-0.6513969898223877
0.0,377600,-0.6494885683059692
0.0,378240,-0.6364243030548096
0.0,378880,-0.6469476819038391
0.0,379520,-0.6543285846710205
0.0,380160,-0.6483465433120728
0.0,380800,-0.6283559203147888
0.0,381440,-0.6175062656402588
0.0,382080,-0.6081380248069763
0,382720,-0.6226723790168762
0.0,383360,-0.6112687587738037
0.0,384000,-0.6178936958312988
0.0,384640,-0.6095480918884277
0.0,385280,-0.6010217666625977
-0.05,385920,-0.6122246980667114
0.0,386560,-0.6406249403953552
0.0,387200,-0.6536331176757812
0.0,387840,-0.6531163454055786
0.0,388480,-0.6609024405479431
-0.05,389120,-0.6663908958435059
0.0,389760,-0.6791903376579285
0.0,390400,-0.6627371907234192
-0.05,391040,-0.6471855044364929
0.0,391680,-0.6494612693786621
0.0,392320,-0.6374951601028442
-0.05,392960,-0.6299458742141724
-0.05,393600,-0.6275753974914551
0.0,394240,-0.624919056892395
0.0,394880,-0.6280168890953064
-0.05,395520,-0.6307928562164307
-0.05,396160,-0.6258254051208496
0.0,396800,-0.6511238217353821
0.0,397440,-0.660513162612915
0.0,398080,-0.6678733825683594
0.0,398720,-0.6533689498901367
-0.1,399360,-0.6705220937728882
-0.05,400000,-0.6982419490814209
-0.05,400640,-0.7121490240097046
-0.05,401280,-0.7166802287101746
-0.05,401920,-0.7382494211196899
-0.05,402560,-0.7646839618682861
0.0,403200,-0.7526384592056274
0.0,403840,-0.7413711547851562
-0.05,404480,-0.7254451513290405
0.0,405120,-0.6942847967147827
0.0,405760,-0.6693684458732605
-0.05,406400,-0.6782788634300232
-0.05,407040,-0.7131221890449524
0.0,407680,-0.7222992181777954
-0.1,408320,-0.7070850729942322
-0.1,408960,-0.7193838953971863
-0.1,409600,-0.7272440791130066
-0.1,410240,-0.7145814895629883
0.0,410880,-0.7264916896820068
0.0,411520,-0.6953309178352356
-0.05,412160,-0.6924950480461121
0.0,412800,-0.7135170698165894
-0.05,413440,-0.7066869735717773
-0.1,414080,-0.677111029624939
-0.1,414720,-0.6593732833862305
0,415360,-0.6510797739028931
-0.1,416000,-0.6639991998672485
-0.1,416640,-0.6703077554702759
-0.05,417280,-0.6832677721977234
-0.05,417920,-0.6661946773529053
-0.05,418560,-0.6434756517410278
-0.05,419200,-0.6318320631980896
-0.05,419840,-0.6103915572166443
-0.05,420480,-0.656631588935852
-0.05,421120,-0.6724041700363159
-0.05,421760,-0.6589154601097107
0.0,422400,-0.6252564787864685
0.0,423040,-0.5988211035728455
-0.05,423680,-0.6058921217918396
0.0,424320,-0.6226251125335693
0.0,424960,-0.6279072165489197
0.0,425600,-0.6193643808364868
0.0,426240,-0.6195999979972839
0.0,426880,-0.6227301955223083
0.05,427520,-0.6119639873504639
-0.05,428160,-0.5887221693992615
-0.15,428800,-0.5833210349082947
0.0,429440,-0.5792614817619324
-0.05,430080,-0.5894840359687805
0.0,430720,-0.6342989206314087
0.0,431360,-0.6388044357299805
0.0,432000,-0.6476490497589111
0.0,432640,-0.6652064323425293
-0.05,433280,-0.6753523945808411
-0.05,433920,-0.7065613269805908
0.0,434560,-0.7278062701225281
0.0,435200,-0.7445821762084961
0.0,435840,-0.7317089438438416
0.0,436480,-0.7144525647163391
0.0,437120,-0.7150315046310425
-0.05,437760,-0.709073543548584
0.05,438400,-0.6953628659248352
0.0,439040,-0.6789881587028503
-0.05,439680,-0.6548008918762207
-0.1,440320,-0.6462208032608032
-0.05,440960,-0.6326717734336853
0.0,441600,-0.6099916696548462
0.0,442240,-0.6320008635520935
0.0,442880,-0.6167874336242676
0.0,443520,-0.6145192384719849
0.0,444160,-0.5928950309753418
0.0,444800,-0.5928978323936462
0.0,445440,-0.568742573261261
0.0,446080,-0.5727054476737976
-0.05,446720,-0.5954068303108215
-0.05,447360,-0.5799580812454224
0.05,448000,-0.5896677374839783
-0.05,448640,-0.5897497534751892
0.0,449280,-0.6161363124847412
0.0,449920,-0.6221269965171814
0.0,450560,-0.6276230812072754
-0.05,451200,-0.5958464741706848
-0.05,451840,-0.5957903861999512
0.0,452480,-0.6175631880760193
0,453120,-0.5961630344390869
0.0,453760,-0.591752827167511
-0.05,454400,-0.6072609424591064
-0.05,455040,-0.6263442039489746
0.0,455680,-0.683063268661499
-0.1,456320,-0.6545400619506836
-0.1,456960,-0.6688599586486816
0,457600,-0.6618308424949646
-0.05,458240,-0.6597194075584412
0.0,458880,-0.6671254634857178
0.0,459520,-0.6657282114028931
0.0,460160,-0.6717584133148193
0.0,460800,-0.6536685228347778
0.0,461440,-0.630521297454834
0.0,462080,-0.6086590886116028
0.0,462720,-0.6228750348091125
0.0,463360,-0.6520887613296509
0.0,464000,-0.6726592183113098
0,464640,-0.6729071140289307
0.0,465280,-0.7083246111869812
-0.05,465920,-0.6888944506645203
0.0,466560,-0.7045196890830994
-0.05,467200,-0.676400363445282
0.0,467840,-0.6794489026069641
-0.05,468480,-0.681567907333374
0.0,469120,-0.6887499690055847
0.0,469760,-0.6695548892021179
0.0,470400,-0.6495859622955322
0.0,471040,-0.6376419067382812
0.0,471680,-0.6218758821487427
0.0,472320,-0.6191866397857666
0.0,472960,-0.6095068454742432
0.0,473600,-0.594610333442688
0.0,474240,-0.6178130507469177
0.0,474880,-0.6257210969924927
0.0,475520,-0.640110433101654
-0.1,476160,-0.6270284652709961
0.0,476800,-0.6262575387954712
0.0,477440,-0.6200631260871887
-0.05,478080,-0.596113383769989
0.0,478720,-0.6028992533683777
0.0,479360,-0.6203011870384216
0.0,480000,-0.6332302093505859
-0.05,480640,-0.6160058975219727
-0.05,481280,-0.6156555414199829
0.0,481920,-0.6218587756156921
0.0,482560,-0.6335542798042297
0.0,483200,-0.6344603896141052
-0.05,483840,-0.5985503196716309
-0.1,484480,-0.5806028842926025
0.0,485120,-0.5915200710296631
-0.05,485760,-0.5948388576507568
0.0,486400,-0.6307830810546875
0.0,487040,-0.6310147643089294
0.0,487680,-0.6283413171768188
0.0,488320,-0.6538159251213074
0.0,488960,-0.666119396686554
0.0,489600,-0.6447960138320923
-0.05,490240,-0.6419554948806763
0.0,490880,-0.6586622595787048
0.0,491520,-0.6733023524284363
0.05,492160,-0.6856688261032104
0.0,492800,-0.6688714027404785
0.0,493440,-0.6773526072502136
0.0,494080,-0.6722500324249268
0.0,494720,-0.6499072909355164
0.0,495360,-0.6271016597747803
0.0,496000,-0.6242797374725342
-0.05,496640,-0.616525411605835
0.05,497280,-0.6061549186706543
0.0,497920,-0.5935301780700684
0.0,498560,-0.5887722373008728
-0.15,499200,-0.589648425579071
-0.05,499840,-0.6003784537315369
-0.05,500480,-0.5954095125198364
-0.05,501120,-0.608536958694458
0.0,501760,-0.6331988573074341
0.0,502400,-0.6271011233329773
0.0,503040,-0.6372303366661072
0.0,503680,-0.6211354732513428
0.0,504320,-0.625411331653595
0.0,504960,-0.6318426132202148
-0.05,505600,-0.6778887510299683
0.0,506240,-0.738796591758728
0.0,506880,-0.7826512455940247
-0.05,507520,-0.7638461589813232
-0.05,508160,-0.7930986285209656
0.0,508800,-0.7880520820617676
-0.05,509440,-0.7448616027832031
0.0,510080,-0.7173064947128296
0.0,510720,-0.7235639095306396
-0.05,511360,-0.6980692744255066
0.0,512000,-0.6925196647644043
0.0,512640,-0.6813303232192993
0.0,513280,-0.6725148558616638
0.0,513920,-0.6407131552696228
0.0,514560,-0.623170018196106
-0.05,515200,-0.6080586910247803
0.0,515840,-0.6203523874282837
0.0,516480,-0.6160742044448853
0.0,517120,-0.6037314534187317
0.0,517760,-0.5998369455337524
-0.05,518400,-0.6184053421020508
-0.05,519040,-0.6507605910301208
